160	125
24	41
64	41
9	41
9	125
9	0
1	83
8	41
5	41
17	333
1	83
8	83
4	83
1	83
8	41
4	83
1	41
8	83
5	83
1	83
8	41
5	83
1	41
8	83
5	83
20	41
3	166
1	41
8	83
5	41
3	83
20	83
56	125
48	125
9	83
12	125
9	83
12	208
1	41
8	83
4	83
1	83
8	83
4	41
64	333
88	83
10	83
1	83
8	83
4	41
1	41
8	83
6	83
1	41
8	41
4	41
20	83
18	83
18	41
36	83
32	41
1	83
8	0
35	41
36	41
1	41
8	0
4	41
1	41
8	41
4	41
1	41
8	83
4	83
1	0
8	41
4	41
20	0
12	41
24	41
15	83
20	0
12	41
24	41
15	0
20	41
20	41
1	41
8	41
16	41
32	0
29	41
1	83
8	41
4	41
1	83
8	83
4	41
20	41
1	41
8	41
16	41
32	41
18	41
20	41
1	83
8	83
16	41
17	41
20	41
1	83
8	41
16	41
20	41
20	41
18	41
18	41
36	83
32	41
32	41
64	83
49	41
1	83
8	41
5	41
1	41
8	83
5	41
1	41
8	41
5	41
1	83
8	41
5	41
1	41
8	41
5	41
1	41
8	83
5	0
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	83
5	41
1	83
8	41
5	41
1	41
8	83
5	0
1	83
8	41
5	41
1	41
8	41
5	83
1	41
8	41
5	41
1	83
8	41
5	41
1	83
8	83
5	83
1	83
8	41
5	83
1	41
8	83
5	83
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	83
5	41
11	83
3	83
11	41
2	83
18	83
11	41
11	41
11	83
11	125
200	83
72	41
64	41
20	41
1	41
8	41
4	0
1	41
8	0
6	41
1	0
8	41
5	41
1	83
8	41
5	0
1	41
8	83
5	0
1	41
8	0
5	41
1	41
8	41
5	0
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	0
1	41
8	83
5	41
1	41
8	41
5	41
1	41
8	83
6	0
1	0
8	41
5	41
1	41
8	41
5	41
1	41
8	41
5	41
1	41
8	0
5	41
1	41
8	41
5	41
11	41
3	0
11	41
11	41
64	0
832	250
64	83
32	83
48	41
96	83
768	291
1096	333
11600	125
1120	125
40	83
32	83
40	41
24	41
32	41
24	41
32	41
200	41
200	0
24	41
32	41
24	41
32	41
14	0
14	41
14	41
14	41
365	41
6	41
5	41
128	41
3	41
1	83
200	41
32	41
304	83
32	83
304	83
304	41
304	41
304	125
64	83
304	83
304	83
304	83
304	83
128	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	125
256	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
200	41
200	83
24	41
24	41
32	41
14	41
14	41
14	41
14	41
365	41
8	41
8	83
8	41
10	41
9	41
9	83
128	41
128	83
5	0
192	41
4	41
2	83
128	41
3	41
11	41
200	83
304	0
304	125
304	83
512	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	125
304	83
304	83
304	83
304	83
304	83
304	83
304	83
304	41
304	125
304	41
304	83
304	83
304	83
304	83
200	41
200	41
24	83
64	41
24	41
32	41
14	41
14	41
14	41
14	41
365	41
4	83
4	41
4	41
10	83
9	41
9	208
128	83
128	41
6	0
2	83
128	41
5	41
3	41
11	41
200	41
304	166
304	125
304	41
304	41
304	83
1024	166
304	125
304	83
304	83
304	83
304	83
304	41
304	83
304	83
304	41
304	83
304	83
304	41
304	83
304	83
304	83
304	41
304	83
304	83
304	83
304	83
304	83
304	41
304	83
304	125
304	83
88	41
32	41
88	41
88	333
352	125
80	83
32	41
80	41
80	83
80	41
80	0
64	41
80	41
80	41
80	41
80	83
128	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
256	83
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
512	83
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	83
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
1024	166
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	83
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	83
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
2048	125
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	83
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	83
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	0
80	41
80	41
80	0
80	41
80	41
80	41
80	0
80	41
80	0
80	41
80	41
80	41
80	41
80	291
80	83
80	41
80	41
80	41
80	41
80	41
80	0
80	41
80	41
80	41
80	41
80	41
80	41
80	41
80	0
80	41
